'date','min_prcp','max_prcp','avg_prcp','sum_prcp','min_snow','max_snow','avg_snow','sum_snow'
'2014-02-08',0.0,1.4299999999999998934,0.21857142857142859426,1.530000000000000071,0.0,4.0,0.74285714285714288251,5.2000000000000001776
'2014-02-09',0.0,0.1,0.014285714285714288251,0.1,0.0,1.1999999999999999644,0.17142857142857144125,1.1999999999999999644
'2014-02-10',0.0,1.780000000000000071,0.26857142857142859426,1.880000000000000071,0.0,9.5,1.5285714285714284699,10.699999999999998401
'2014-02-11',0.0,1.780000000000000071,0.31142857142857143237,2.1800000000000001598,0.0,9.5,1.9571428571428571174,13.699999999999998845
'2014-02-12',0.0,1.780000000000000071,0.33000000000000002664,2.3100000000000000532,0.0,9.5,2.1857142857142854985,15.299999999999998046
'2014-02-13',0.0,1.780000000000000071,0.31571428571428574727,2.2099999999999999644,0.0,9.5,2.0142857142857142349,14.099999999999999644
'2014-02-14',0.0,1.780000000000000071,0.31571428571428574727,2.2099999999999999644,0.0,9.5,2.0142857142857142349,14.099999999999999644
'2014-02-15',0.0,1.780000000000000071,0.33857142857142856762,2.3700000000000001065,0.0,9.5,2.2285714285714286475,15.600000000000000532
'2014-02-16',0.0,1.780000000000000071,0.37571428571428571174,2.6299999999999998934,0.0,9.5,2.2285714285714286475,15.600000000000000532
'2014-02-17',0.0,0.3,0.12571428571428571174,0.88000000000000007105,0.0,3.0,0.87142857142857135244,6.0999999999999996447
'2014-02-18',0.0,0.26000000000000000888,0.095714285714285729511,0.67000000000000001776,0.0,1.6000000000000000888,0.44285714285714288251,3.1000000000000000888
'2014-02-19',0.0,0.26000000000000000888,0.077142857142857153007,0.54000000000000003552,0.0,1.5,0.21428571428571427937,1.5
'2014-02-20',0.0,0.26000000000000000888,0.077142857142857153007,0.54000000000000003552,0.0,1.5,0.21428571428571427937,1.5
'2014-02-21',0.0,0.26000000000000000888,0.077142857142857153007,0.54000000000000003552,0.0,1.5,0.21428571428571427937,1.5
'2014-02-22',0.0,0.26000000000000000888,0.05428571428571427937,0.37999999999999998223,0.0,0.0,0.0,0.0
'2014-02-23',0.0,0.09,0.021428571428571432377,0.15,0.0,0.2,0.028571428571428576503,0.2
'2014-02-24',0.0,0.09,0.017142857142857144125,0.11999999999999999644,0.0,0.2,0.028571428571428576503,0.2
'2014-02-25',0.0,0.03,0.0042857142857142864755,0.03,0.0,0.2,0.028571428571428576503,0.2
'2014-02-26',0.0,0.03,0.0042857142857142864755,0.03,0.0,0.2,0.028571428571428576503,0.2
'2014-02-27',0.0,0.03,0.0042857142857142864755,0.03,0.0,0.2,0.028571428571428576503,0.2
'2014-02-28',0.0,0.04,0.01,0.070000000000000008881,0.0,0.2,0.042857142857142864755,0.3000000000000000444
'2014-03-01',0.0,0.04,0.01,0.070000000000000008881,0.0,0.2,0.042857142857142864755,0.3000000000000000444
'2014-03-02',0.0,0.04,0.0057142857142857135244,0.04,0.0,0.1,0.014285714285714288251,0.1
