'date','prcp','seven_day_avg_prcp'
'2013-11-08',0.0,0.018571428571428572951
'2013-11-09',0.0,0.022857142857142855874
'2013-11-10',0.0,0.022857142857142855874
'2013-11-11',0.0,0.0042857142857142864755
'2013-11-12',0.03,0.0042857142857142864755
'2013-11-13',0.0,0.011428571428571427937
'2013-11-14',0.0,0.015714285714285713524
'2013-11-15',0.0,0.047142857142857144125
'2013-11-16',0.05,0.042857142857142864755
'2013-11-17',0.03,0.042857142857142864755
'2013-11-18',0.22000000000000001776,0.042857142857142864755
'2013-11-19',0.0,0.052857142857142855874
'2013-11-20',0.0,0.045714285714285711748
'2013-11-21',0.0,0.041428571428571432377
'2013-11-22',0.070000000000000008881,0.01
'2013-11-23',0.0,0.082857142857142864755
'2013-11-24',0.0,0.36571428571428570286
'2013-11-25',0.0,0.36571428571428570286
'2013-11-26',0.50999999999999996447,0.3557142857142857828
'2013-11-27',1.980000000000000071,0.3557142857142857828
'2013-11-28',0.0,0.3557142857142857828
'2013-11-29',0.0,0.3557142857142857828
'2013-11-30',0.0,0.28285714285714288251
'2013-12-01',0.0,0.0
'2013-12-02',0.0,0.0014285714285714283811
'2013-12-03',0.0,0.10571428571428571618
'2013-12-04',0.0,0.12571428571428571174
'2013-12-05',0.01,0.13714285714285714412
'2013-12-06',0.72999999999999998223,0.17999999999999998223
'2013-12-07',0.14000000000000001776,0.21285714285714285587
'2013-12-08',0.08,0.21285714285714285587
'2013-12-09',0.3,0.21142857142857143237
'2013-12-10',0.23000000000000002664,0.10714285714285713968
'2013-12-11',0.0,0.19142857142857142349
'2013-12-12',0.0,0.28285714285714288251
'2013-12-13',0.0,0.23999999999999999111
'2013-12-14',0.72999999999999998223,0.23428571428571425272
'2013-12-15',0.71999999999999992894,0.23428571428571425272
'2013-12-16',0.0,0.23428571428571425272
'2013-12-17',0.19,0.23428571428571425272
'2013-12-18',0.0,0.13142857142857142793
'2013-12-19',0.0,0.028571428571428576503
'2013-12-20',0.0,0.10142857142857142349
'2013-12-21',0.01,0.074285714285714288251
'2013-12-22',0.0,0.074285714285714288251
'2013-12-23',0.50999999999999996447,0.074285714285714288251
'2013-12-24',0.0,0.074285714285714288251
'2013-12-25',0.0,0.072857142857142855874
'2013-12-26',0.0,0.2442857142857142616
'2013-12-27',0.0,0.17142857142857144125
'2013-12-28',0.0,0.17142857142857144125
'2013-12-29',1.1999999999999999644,0.17142857142857144125
'2013-12-30',0.0,0.21857142857142859426
'2013-12-31',0.0,0.26000000000000000888
'2014-01-01',0.0,0.26000000000000000888
'2014-01-02',0.33000000000000002664,0.10857142857142856229
'2014-01-03',0.29,0.16000000000000000888
'2014-01-04',0.0,0.16000000000000000888
'2014-01-05',0.14000000000000001776,0.16000000000000000888
'2014-01-06',0.35999999999999996447,0.11285714285714285587
'2014-01-07',0.0,0.087142857142857153007
'2014-01-08',0.0,0.15857142857142855874
'2014-01-09',0.0,0.14571428571428571174
'2014-01-10',0.11000000000000000888,0.094285714285714288251
'2014-01-11',0.5,0.1485714285714285765
'2014-01-12',0.05,0.1485714285714285765
'2014-01-13',0.0,0.1485714285714285765
'2014-01-14',0.37999999999999998223,0.13285714285714287363
'2014-01-15',0.0,0.071428571428571423496
'2014-01-16',0.0,0.064285714285714288251
'2014-01-17',0.0,0.064285714285714288251
'2014-01-18',0.070000000000000008881,0.075714285714285720629
'2014-01-19',0.0,0.078571428571428576503
'2014-01-20',0.0,0.078571428571428576503
'2014-01-21',0.46000000000000005329,0.078571428571428576503
'2014-01-22',0.02,0.074285714285714288251
'2014-01-23',0.0,0.074285714285714288251
'2014-01-24',0.0,0.074285714285714288251
'2014-01-25',0.04,0.0085714285714285729511
'2014-01-26',0.0,0.011428571428571427937
'2014-01-27',0.0,0.011428571428571427937
'2014-01-28',0.0,0.011428571428571427937
'2014-01-29',0.04,0.0057142857142857135244
'2014-01-30',0.0,0.0057142857142857135244
'2014-01-31',0.0,0.17285714285714284699
'2014-02-01',0.0,0.17285714285714284699
'2014-02-02',0.0,0.37142857142857139685
'2014-02-03',1.1699999999999999289,0.37142857142857139685
'2014-02-04',0.0,0.37142857142857139685
'2014-02-05',1.4299999999999998934,0.37142857142857139685
'2014-02-06',0.0,0.38571428571428567622
'2014-02-07',0.0,0.21857142857142859426
'2014-02-08',0.0,0.21857142857142859426
'2014-02-09',0.1,0.014285714285714288251
'2014-02-10',0.0,0.26857142857142859426
'2014-02-11',0.0,0.31142857142857143237
'2014-02-12',0.0,0.33000000000000002664
'2014-02-13',1.780000000000000071,0.31571428571428574727
'2014-02-14',0.3,0.31571428571428574727
'2014-02-15',0.13000000000000000444,0.33857142857142856762
'2014-02-16',0.0,0.37571428571428571174
'2014-02-17',0.0,0.12571428571428571174
'2014-02-18',0.16000000000000000888,0.095714285714285729511
'2014-02-19',0.26000000000000000888,0.077142857142857153007
'2014-02-20',0.03,0.077142857142857153007
'2014-02-21',0.09,0.077142857142857153007
'2014-02-22',0.0,0.05428571428571427937
'2014-02-23',0.0,0.021428571428571432377
'2014-02-24',0.0,0.017142857142857144125
'2014-02-25',0.0,0.0042857142857142864755
'2014-02-26',0.03,0.0042857142857142864755
'2014-02-27',0.0,0.0042857142857142864755
'2014-02-28',0.0,0.01
'2014-03-01',0.0,0.01
'2014-03-02',0.0,0.0057142857142857135244
'2014-03-03',0.04,0.0057142857142857135244
'2014-03-04',0.0,0.0057142857142857135244
'2014-03-05',0.0,0.0057142857142857135244
'2014-03-06',0.0,0.0057142857142857135244
'2014-03-07',0.0,0.0
'2014-03-08',0.0,0.0
'2014-03-09',0.0,0.049999999999999991118
'2014-03-10',0.0,0.049999999999999991118
'2014-03-11',0.0,0.049999999999999991118
'2014-03-12',0.35,0.049999999999999991118
'2014-03-13',0.0,0.049999999999999991118
'2014-03-14',0.0,0.049999999999999991118
'2014-03-15',0.0,0.049999999999999991118
'2014-03-16',0.0,0.13142857142857142793
'2014-03-17',0.0,0.13142857142857142793
'2014-03-18',0.0,0.13142857142857142793
'2014-03-19',0.92000000000000010658,0.13142857142857142793
'2014-03-20',0.0,0.13142857142857142793
'2014-03-21',0.0,0.13142857142857142793
'2014-03-22',0.0,0.13142857142857142793
'2014-03-23',0.0,0.0
'2014-03-24',0.0,0.0
'2014-03-25',0.0,0.0057142857142857135244
'2014-03-26',0.0,0.26428571428571427937
'2014-03-27',0.0,0.31428571428571432377
'2014-03-28',0.04,0.33714285714285718853
'2014-03-29',1.8100000000000001421,0.33714285714285718853
'2014-03-30',0.35,0.33714285714285718853
'2014-03-31',0.16000000000000000888,0.347142857142857153
'2014-04-01',0.0,0.37142857142857144125
'2014-04-02',0.0,0.11285714285714285587
'2014-04-03',0.070000000000000008881,0.062857142857142855874
'2014-04-04',0.21000000000000000888,0.11428571428571430157
'2014-04-05',0.0,0.16285714285714285587
'2014-04-06',0.0,0.16285714285714285587
'2014-04-07',0.52000000000000001776,0.15285714285714284699
'2014-04-08',0.34000000000000003552,0.12285714285714286475
'2014-04-09',0.0,0.12285714285714286475
'2014-04-10',0.0,0.12285714285714286475
'2014-04-11',0.0,0.048571428571428576503
'2014-04-12',0.0,0.10142857142857142349
'2014-04-13',0.0,0.10857142857142856229
'2014-04-14',0.0,0.10857142857142856229
'2014-04-15',0.70999999999999996447,0.10857142857142856229
'2014-04-16',0.05,0.10857142857142856229
'2014-04-17',0.0,0.10857142857142856229
'2014-04-18',0.0,0.10857142857142856229
'2014-04-19',0.0,0.0085714285714285729511
'2014-04-20',0.0,0.0014285714285714283811
'2014-04-21',0.0,0.0014285714285714283811
'2014-04-22',0.01,0.0042857142857142864755
'2014-04-23',0.0,0.13571428571428572062
'2014-04-24',0.0,0.13571428571428572062
'2014-04-25',0.02,0.13571428571428572062
'2014-04-26',0.92000000000000010658,0.13857142857142859071
'2014-04-27',0.0,0.8485714285714285765
'2014-04-28',0.0,0.86571428571428565845
'2014-04-29',0.03,0.86285714285714281146
'2014-04-30',4.9699999999999997513,0.74285714285714288251
'2014-05-01',0.11999999999999999644,0.74571428571428564069
'2014-05-02',0.0,0.74571428571428564069
'2014-05-03',0.08,0.74142857142857128138
'2014-05-04',0.02,0.031428571428571427937
'2014-05-05',0.0,0.072857142857142855874
'2014-05-06',0.0,0.078571428571428576503
'2014-05-07',0.0,0.11999999999999999644
'2014-05-08',0.40999999999999996447,0.12142857142857141905
'2014-05-09',0.04,0.12142857142857141905
'2014-05-10',0.37000000000000001776,0.12142857142857141905
'2014-05-11',0.03,0.12285714285714286475
'2014-05-12',0.0,0.085714285714285729511
'2014-05-13',0.0,0.3
'2014-05-14',0.01,0.247142857142857153
'2014-05-15',0.15,0.24285714285714283811
'2014-05-16',1.5400000000000000355,0.24285714285714283811
'2014-05-17',0.0,0.24285714285714283811
'2014-05-18',0.0,0.24142857142857141461
'2014-05-19',0.0,0.25428571428571427048
'2014-05-20',0.0,0.16428571428571427937
'2014-05-21',0.0,0.22142857142857139685
'2014-05-22',0.23999999999999999111,0.22142857142857139685
'2014-05-23',0.90999999999999996447,0.22142857142857139685
'2014-05-24',0.4,0.22142857142857139685
'2014-05-25',0.0,0.22142857142857139685
'2014-05-26',0.0,0.187142857142857153
'2014-05-27',0.0,0.057142857142857153007
'2014-05-28',0.0,0.0071428571428571441259
'2014-05-29',0.0,0.0071428571428571441259
'2014-05-30',0.0,0.0071428571428571441259
'2014-05-31',0.05,0.024285714285714283811
'2014-06-01',0.0,0.024285714285714283811
'2014-06-02',0.0,0.1485714285714285765
'2014-06-03',0.11999999999999999644,0.1485714285714285765
'2014-06-04',0.0,0.14142857142857144125
'2014-06-05',0.86999999999999992894,0.14142857142857144125
'2014-06-06',0.0,0.37000000000000001776
'2014-06-07',0.0,0.35285714285714284699
'2014-06-08',0.0,0.3557142857142857828
'2014-06-09',1.6000000000000000888,0.24142857142857145902
'2014-06-10',0.0,0.42428571428571428825
'2014-06-11',0.02,0.42428571428571428825
'2014-06-12',0.070000000000000008881,0.42428571428571428825
'2014-06-13',1.2800000000000000355,0.19571428571428572951
'2014-06-14',0.0,0.19571428571428572951
'2014-06-15',0.0,0.19285714285714286475
'2014-06-16',0.0,0.20428571428571427048
'2014-06-17',0.0,0.021428571428571432377
'2014-06-18',0.0,0.021428571428571432377
'2014-06-19',0.15,0.021428571428571432377
'2014-06-20',0.0,0.021428571428571432377
'2014-06-21',0.0,0.021428571428571432377
'2014-06-22',0.0,0.032857142857142855874
'2014-06-23',0.0,0.021428571428571432377
'2014-06-24',0.0,0.021428571428571432377
'2014-06-25',0.08,0.021428571428571432377
'2014-06-26',0.070000000000000008881,0.021428571428571432377
'2014-06-27',0.0,0.021428571428571432377
'2014-06-28',0.0,0.021428571428571432377
'2014-06-29',0.0,0.147142857142857153
'2014-06-30',0.0,0.39142857142857145902
'2014-07-01',0.0,0.41142857142857147678
'2014-07-02',0.95999999999999996447,0.41142857142857147678
'2014-07-03',1.780000000000000071,0.41142857142857147678
'2014-07-04',0.14000000000000001776,0.41714285714285717077
'2014-07-05',0.0,0.47285714285714295357
'2014-07-06',0.0,0.3485714285714285765
'2014-07-07',0.04,0.094285714285714288251
'2014-07-08',0.39000000000000003552,0.074285714285714288251
'2014-07-09',0.09,0.074285714285714288251
'2014-07-10',0.0,0.078571428571428576503
'2014-07-11',0.0,0.13857142857142856762
'2014-07-12',0.0,0.26857142857142859426
'2014-07-13',0.03,0.25571428571428573839
'2014-07-14',0.46000000000000005329,0.25571428571428573839
'2014-07-15',1.3000000000000000444,0.25571428571428573839
'2014-07-16',0.0,0.25571428571428573839
'2014-07-17',0.0,0.25142857142857142349
'2014-07-18',0.0,0.18571428571428572951
'2014-07-19',0.0,0.0
'2014-07-20',0.0,0.027142857142857139685
'2014-07-21',0.0,0.027142857142857139685
'2014-07-22',0.0,0.027142857142857139685
'2014-07-23',0.19,0.027142857142857139685
'2014-07-24',0.0,0.03
'2014-07-25',0.0,0.057142857142857153007
'2014-07-26',0.0,0.057142857142857153007
'2014-07-27',0.02,0.03
'2014-07-28',0.19,0.03
'2014-07-29',0.0,0.03
'2014-07-30',0.0,0.088571428571428576503
'2014-07-31',0.0,0.095714285714285711748
'2014-08-01',0.0,0.068571428571428576503
'2014-08-02',0.40999999999999996447,0.068571428571428576503
'2014-08-03',0.070000000000000008881,0.068571428571428576503
'2014-08-04',0.0,0.068571428571428576503
'2014-08-05',0.0,0.068571428571428576503
'2014-08-06',0.0,0.01
'2014-08-07',0.0,0.0
'2014-08-08',0.0,0.0
'2014-08-09',0.0,0.027142857142857139685
'2014-08-10',0.0,0.10285714285714284699
'2014-08-11',0.0,0.10285714285714284699
'2014-08-12',0.19,0.10285714285714284699
'2014-08-13',0.53000000000000007105,0.10285714285714284699
'2014-08-14',0.0,0.10428571428571429269
'2014-08-15',0.0,0.10428571428571429269
'2014-08-16',0.0,0.077142857142857153007
'2014-08-17',0.01,0.0014285714285714283811
'2014-08-18',0.0,0.051428571428571423496
'2014-08-19',0.0,0.06
'2014-08-20',0.0,0.061428571428571432377
'2014-08-21',0.35,0.06
'2014-08-22',0.06,0.06
'2014-08-23',0.01,0.06
'2014-08-24',0.0,0.06
'2014-08-25',0.0,0.0099999999999999982236
'2014-08-26',0.0,0.0014285714285714283811
'2014-08-27',0.0,0.0
'2014-08-28',0.0,0.088571428571428576503
'2014-08-29',0.0,0.088571428571428576503
'2014-08-30',0.0,0.088571428571428576503
'2014-08-31',0.62000000000000001776,0.088571428571428576503
'2014-09-01',0.0,0.088571428571428576503
'2014-09-02',0.0,0.088571428571428576503
'2014-09-03',0.0,0.10428571428571429269
'2014-09-04',0.0,0.015714285714285713524
'2014-09-05',0.0,0.015714285714285713524
'2014-09-06',0.11000000000000000888,0.015714285714285713524
'2014-09-07',0.0,0.015714285714285713524
'2014-09-08',0.0,0.015714285714285713524
'2014-09-09',0.0,0.015714285714285713524
'2014-09-10',0.0,0.037142857142857144125
'2014-09-11',0.0,0.037142857142857144125
'2014-09-12',0.0,0.037142857142857144125
'2014-09-13',0.26000000000000000888,0.09
'2014-09-14',0.0,0.09
'2014-09-15',0.0,0.09
'2014-09-16',0.37000000000000001776,0.09
'2014-09-17',0.0,0.052857142857142855874
'2014-09-18',0.0,0.074285714285714288251
'2014-09-19',0.0,0.074285714285714288251
'2014-09-20',0.0,0.021428571428571432377
'2014-09-21',0.15,0.021428571428571432377
'2014-09-22',0.0,0.067142857142857153007
'2014-09-23',0.0,0.067142857142857153007
'2014-09-24',0.0,0.067142857142857153007
'2014-09-25',0.32000000000000001776,0.045714285714285711748
'2014-09-26',0.0,0.045714285714285711748
'2014-09-27',0.0,0.045714285714285711748
'2014-09-28',0.0,0.048571428571428576503
'2014-09-29',0.0,0.0028571428571428567622
'2014-09-30',0.0,0.0028571428571428567622
'2014-10-01',0.02,0.17142857142857144125
'2014-10-02',0.0,0.17142857142857144125
'2014-10-03',0.0,0.17142857142857144125
'2014-10-04',1.1799999999999999378,0.17999999999999998223
'2014-10-05',0.0,0.18285714285714284699
'2014-10-06',0.0,0.18285714285714284699
'2014-10-07',0.06,0.18285714285714284699
'2014-10-08',0.04,0.061428571428571432377
'2014-10-09',0.0,0.061428571428571432377
'2014-10-10',0.0,0.068571428571428576503
'2014-10-11',0.33000000000000002664,0.06
'2014-10-12',0.0,0.15285714285714282922
'2014-10-13',0.05,0.31142857142857138796
'2014-10-14',0.0,0.31142857142857138796
'2014-10-15',0.6899999999999999467,0.26428571428571427937
'2014-10-16',1.1100000000000000976,0.26428571428571427937
'2014-10-17',0.0,0.25714285714285716188
'2014-10-18',0.0,0.27285714285714286475
'2014-10-19',0.0,0.39000000000000007105
'2014-10-20',0.0,0.31857142857142854985
'2014-10-21',0.11000000000000000888,0.31857142857142854985
'2014-10-22',1.5099999999999999644,0.31999999999999992894
'2014-10-23',0.60999999999999996447,0.31999999999999992894
'2014-10-24',0.0,0.31999999999999992894
'2014-10-25',0.01,0.30428571428571427048
'2014-10-26',0.0,0.088571428571428576503
'2014-10-27',0.0,0.0014285714285714283811
'2014-10-28',0.0,0.0085714285714285729511
'2014-10-29',0.0,0.057142857142857135244
'2014-10-30',0.0,0.057142857142857135244
'2014-10-31',0.05,0.057142857142857135244
'2014-11-01',0.35,0.057142857142857135244
'2014-11-02',0.0,0.057142857142857135244
'2014-11-03',0.0,0.11000000000000000888
'2014-11-04',0.0,0.10285714285714284699
'2014-11-05',0.0,0.052857142857142855874
'2014-11-06',0.37000000000000001776,0.052857142857142855874
'2014-11-07',0.0,0.052857142857142855874
'2014-11-08',0.0,0.052857142857142855874
'2014-11-09',0.0,0.052857142857142855874
'2014-11-10',0.0,0.028571428571428576503
'2014-11-11',0.0,0.037142857142857144125
'2014-11-12',0.0,0.037142857142857144125
'2014-11-13',0.2,0.041428571428571432377
'2014-11-14',0.06,0.26142857142857147678
'2014-11-15',0.0,0.26142857142857147678
'2014-11-16',0.03,0.26142857142857147678
'2014-11-17',1.5400000000000000355,0.23285714285714287363
'2014-11-18',0.0,0.22428571428571428825
'2014-11-19',0.0,0.22428571428571428825
'2014-11-20',0.0,0.22000000000000001776
'2014-11-21',0.0,0.099999999999999982236
'2014-11-22',0.0,0.099999999999999982236
'2014-11-23',0.0,0.27714285714285713524
'2014-11-24',0.7,0.27999999999999998223
'2014-11-25',0.0,0.27999999999999998223
'2014-11-26',1.2399999999999999911,0.27999999999999998223
'2014-11-27',0.02,0.27999999999999998223
'2014-11-28',0.0,0.19285714285714286475
'2014-11-29',0.0,0.20428571428571431489
'2014-11-30',0.0,0.035714285714285711748
'2014-12-01',0.09,0.032857142857142855874
'2014-12-02',0.08,0.10571428571428571618
'2014-12-03',0.06,0.27999999999999998223
'2014-12-04',0.0,0.28571428571428567622
'2014-12-05',0.50999999999999996447,0.27285714285714286475
'2014-12-06',1.2199999999999999733,0.62428571428571437706
'2014-12-07',0.04,0.62714285714285722406
'2014-12-08',0.0,0.62857142857142864755
'2014-12-09',2.5400000000000000355,0.55571428571428569398
'2014-12-10',0.08,0.38142857142857140573
'2014-12-11',0.01,0.37571428571428571174
'2014-12-12',0.0,0.37571428571428571174
'2014-12-13',0.0,0.041428571428571432377
'2014-12-14',0.0,0.032857142857142855874
'2014-12-15',0.0,0.031428571428571427937
'2014-12-16',0.2,0.031428571428571427937
'2014-12-17',0.02,0.031428571428571427937
'2014-12-18',0.0,0.031428571428571427937
'2014-12-19',0.0,0.037142857142857144125
'2014-12-20',0.0,0.031428571428571427937
'2014-12-21',0.0,0.14285714285714283811
'2014-12-22',0.04,0.15571428571428571174
'2014-12-23',0.16000000000000000888,0.15571428571428571174
'2014-12-24',0.8,0.15571428571428571174
'2014-12-25',0.09,0.17000000000000001776
'2014-12-26',0.0,0.16428571428571432377
'2014-12-27',0.0,0.14142857142857144125
'2014-12-28',0.1,0.027142857142857139685
'2014-12-29',0.0,0.014285714285714288251
'2014-12-30',0.0,0.014285714285714288251
'2014-12-31',0.0,0.11571428571428570286
'2015-01-01',0.0,0.14428571428571430601
'2015-01-02',0.0,0.14428571428571430601
'2015-01-03',0.70999999999999996447,0.15142857142857144125
'2015-01-04',0.3,0.15142857142857144125
'2015-01-05',0.0,0.15142857142857144125
'2015-01-06',0.05,0.16142857142857145902
'2015-01-07',0.0,0.06
'2015-01-08',0.0,0.017142857142857144125
'2015-01-09',0.070000000000000008881,0.068571428571428576503
'2015-01-10',0.0,0.061428571428571432377
'2015-01-11',0.0,0.061428571428571432377
'2015-01-12',0.35999999999999996447,0.061428571428571432377
'2015-01-13',0.0,0.051428571428571423496
'2015-01-14',0.0,0.051428571428571423496
'2015-01-15',0.0,0.35142857142857142349
'2015-01-16',0.0,0.3
'2015-01-17',0.0,0.3
'2015-01-18',2.1000000000000000888,0.3
'2015-01-19',0.0,0.3
'2015-01-20',0.0,0.3
'2015-01-21',0.0,0.40285714285714293581
'2015-01-22',0.0,0.10285714285714284699
'2015-01-23',0.0,0.17142857142857144125
'2015-01-24',0.71999999999999992894,0.22285714285714286475
'2015-01-25',0.0,0.22285714285714286475
'2015-01-26',0.47999999999999998223,0.22571428571428571174
'2015-01-27',0.35999999999999996447,0.23428571428571429713
'2015-01-28',0.0,0.13142857142857142793
'2015-01-29',0.02,0.13571428571428569842
'2015-01-30',0.06,0.21285714285714285587
'2015-01-31',0.0,0.16142857142857145902
'2015-02-01',0.03,0.16142857142857145902
'2015-02-02',1.0200000000000000177,0.15857142857142858538
'2015-02-03',0.0,0.15
'2015-02-04',0.0,0.15285714285714284699
'2015-02-05',0.0,0.1485714285714285765
'2015-02-06',0.0,0.015714285714285713524
'2015-02-07',0.02,0.017142857142857144125
'2015-02-08',0.0,0.017142857142857144125
'2015-02-09',0.09,0.017142857142857144125
'2015-02-10',0.01,0.017142857142857144125
'2015-02-11',0.0,0.017142857142857144125
'2015-02-12',0.0,0.017142857142857144125
'2015-02-13',0.0,0.0042857142857142864755
'2015-02-14',0.02,0.022857142857142855874
'2015-02-15',0.0,0.022857142857142855874
'2015-02-16',0.0,0.022857142857142855874
'2015-02-17',0.14000000000000001776,0.022857142857142855874
'2015-02-18',0.0,0.10714285714285713968
'2015-02-19',0.0,0.12142857142857141905
'2015-02-20',0.0,0.12142857142857141905
'2015-02-21',0.60999999999999996447,0.10142857142857142349
'2015-02-22',0.1,0.10142857142857142349
'2015-02-23',0.0,0.10142857142857142349
'2015-02-24',0.0,0.10142857142857142349
'2015-02-25',0.0,0.014285714285714288251
'2015-02-26',0.0,0.074285714285714288251
'2015-02-27',0.0,0.074285714285714288251
'2015-02-28',0.0,0.16999999999999997335
'2015-03-01',0.52000000000000001776,0.20571428571428569398
'2015-03-02',0.0,0.31428571428571432377
'2015-03-03',0.67000000000000001776,0.31428571428571432377
'2015-03-04',0.25,0.31428571428571432377
'2015-03-05',0.75999999999999996447,0.24000000000000003552
'2015-03-06',0.0,0.24142857142857145902
'2015-03-07',0.0,0.21142857142857143237
'2015-03-08',0.0,0.17714285714285713524
'2015-03-09',0.01,0.068571428571428576503
'2015-03-10',0.46000000000000005329,0.068571428571428576503
'2015-03-11',0.01,0.18428571428571430601
'2015-03-12',0.0,0.18428571428571430601
'2015-03-13',0.0,0.18285714285714284699
'2015-03-14',0.8100000000000001421,0.12000000000000001776
'2015-03-15',0.0,0.11857142857142857295
