'fare_amount','avg_zone','avg_borough','avg_overall'
85.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
75.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
2.5,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
7.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
86.999999999999992894,78.351673151750960144,78.351673151750969026,12.929082202359407638
103.499999999999992,78.351673151750960144,78.351673151750969026,12.929082202359407638
79.000000000000003552,78.351673151750960144,78.351673151750969026,12.929082202359407638
53.499999999999996447,78.351673151750960144,78.351673151750969026,12.929082202359407638
70.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
64.000000000000003552,78.351673151750960144,78.351673151750969026,12.929082202359407638
145.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
93.000000000000007105,78.351673151750960144,78.351673151750969026,12.929082202359407638
79.000000000000003552,78.351673151750960144,78.351673151750969026,12.929082202359407638
40.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
105.00000000000000444,78.351673151750960144,78.351673151750969026,12.929082202359407638
88.700000000000009947,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
114.99999999999999111,78.351673151750960144,78.351673151750969026,12.929082202359407638
116.99999999999999289,78.351673151750960144,78.351673151750969026,12.929082202359407638
50.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
100.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
65.999999999999996447,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
2.5,78.351673151750960144,78.351673151750969026,12.929082202359407638
90.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
96.999999999999992894,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
60.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
71.549999999999993605,78.351673151750960144,78.351673151750969026,12.929082202359407638
90.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
52.000000000000001776,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
110.00000000000000888,78.351673151750960144,78.351673151750969026,12.929082202359407638
110.00000000000000888,78.351673151750960144,78.351673151750969026,12.929082202359407638
119.99999999999999644,78.351673151750960144,78.351673151750969026,12.929082202359407638
96.999999999999992894,78.351673151750960144,78.351673151750969026,12.929082202359407638
85.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.999999999999996447,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.999999999999996447,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
90.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
75.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
25.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
52.000000000000001776,78.351673151750960144,78.351673151750969026,12.929082202359407638
149.00000000000000355,78.351673151750960144,78.351673151750969026,12.929082202359407638
40.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
2.5,78.351673151750960144,78.351673151750969026,12.929082202359407638
3.5,78.351673151750960144,78.351673151750969026,12.929082202359407638
65.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
55.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
60.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
60.999999999999996447,78.351673151750960144,78.351673151750969026,12.929082202359407638
103.75000000000000888,78.351673151750960144,78.351673151750969026,12.929082202359407638
2.5,78.351673151750960144,78.351673151750969026,12.929082202359407638
20.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
75.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
90.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
79.000000000000003552,78.351673151750960144,78.351673151750969026,12.929082202359407638
94.499999999999992894,78.351673151750960144,78.351673151750969026,12.929082202359407638
2.5,78.351673151750960144,78.351673151750969026,12.929082202359407638
2.5,78.351673151750960144,78.351673151750969026,12.929082202359407638
75.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
75.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
85.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
112.99999999999998934,78.351673151750960144,78.351673151750969026,12.929082202359407638
2.5,78.351673151750960144,78.351673151750969026,12.929082202359407638
75.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
13.999999999999999111,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
125.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
119.99999999999999644,78.351673151750960144,78.351673151750969026,12.929082202359407638
119.99999999999999644,78.351673151750960144,78.351673151750969026,12.929082202359407638
79.000000000000003552,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
110.00000000000000888,78.351673151750960144,78.351673151750969026,12.929082202359407638
79.000000000000003552,78.351673151750960144,78.351673151750969026,12.929082202359407638
79.000000000000003552,78.351673151750960144,78.351673151750969026,12.929082202359407638
65.499999999999998223,78.351673151750960144,78.351673151750969026,12.929082202359407638
72.000000000000001776,78.351673151750960144,78.351673151750969026,12.929082202359407638
114.99999999999999111,78.351673151750960144,78.351673151750969026,12.929082202359407638
170.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
75.999999999999996447,78.351673151750960144,78.351673151750969026,12.929082202359407638
109.49999999999999644,78.351673151750960144,78.351673151750969026,12.929082202359407638
103.00000000000000266,78.351673151750960144,78.351673151750969026,12.929082202359407638
108.49999999999999644,78.351673151750960144,78.351673151750969026,12.929082202359407638
95.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
80.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
90.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
85.0,78.351673151750960144,78.351673151750969026,12.929082202359407638
106.00000000000000532,78.351673151750960144,78.351673151750969026,12.929082202359407638
